ementa,situacao,indexacao,ano,ultimo_despacho,numero,autor,regime_tramitacao,id_proposicao_principal,id,explicacao_ementa,apreciacao,ultimo_despacho_data,tipo,nome,nome_proposicao_origem,data_apresentacao,tema,link_inteiro_teor
DISPÕE SOBRE O SALARIO MINIMO E DA OUTRAS PROVIDENCIAS.,MESA - Arquivada,"NORMAS, REAJUSTAMENTO, SALARIO MINIMO, TRABALHADOR, MANUTENÇÃO, HABITAÇÃO, ALIMENTAÇÃO, EDUCAÇÃO, SAUDE, VESTUARIO, LAZER, TRANSPORTE, HIGIENE, PREVIDENCIA SOCIAL, INDICE, INFLAÇÃO, VARIAÇÃO, (INPC), GARANTIA, AUMENTO, CORREÇÃO MENSAL, REAJUSTAMENTO, PODER AQUISITIVO, POLITICA SALARIAL.",1991,,2145,PAULO PAIM,Ordinária,,200263,"FIXANDO EM CR$ 341.189,00 O VALOR DO SALARIO MINIMO, GARANTINDO REAJUSTE MENSAL EM PERCENTUAL IGUAL A VARIAÇÃO DO INPC E UM AUMENTO REAL DE TRES POR CENTO AO MES).",Proposição Sujeita à Apreciação do Plenário,,Projeto de Lei,PL 2145/1991,PL 2145/1991,1991-02-20 00:00:00,,
"Dispõe sobre a transferência obrigatória de recursos financeiros para a execução pelos Estados, Distrito Federal e Municípios de ações do Programa de Aceleração do Crescimento - PAC, e sobre a forma de operacionalização do Programa de Subsídio à Habitação de Interesse Social - PSH nos exercícios de 2007 e 2008.",Tranformada no(a) Lei Ordinária 11578/2007,"Normas, transferência, recursos financeiros, Estados, (DF), Municípios, execução, projeto, infra-estrutura, saneamento básico, habitação popular, transporte público, investimento público, Programa de Aceleração do Crescimento, requisitos, beneficiário, termo de compromisso, cronograma, desembolso, depósito, conta vinculada, instituição financeira oficial, relatório, saque, penalidade, suspensão, liberação, recursos públicos, devolução, fiscalização, regularidade, aplicação de recursos.  
_ Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Executivo, operacionalização, Programa de Subsídio à Habitação de Interesse Social, construção, moradia, habitação popular, baixa renda, leilão, instituição financeira, agente financeiro, (SFH).",2007,A Presidência do Senado Federal dá conhecimento do resultado da  apuração dos vetos presidenciais constantes da cédula única de votação utilizada na sessão conjunta realizada em 15/4/2008. DSF de 17/4/2008.,387,Poder Executivo,Urgência,,365555,"Altera a Lei nº 11.124, de 2005, para estabelecer que o Executivo operacionalizará o Programa de Subsídio à Habitação Popular nos exercícios de 2007 e 2008.",Proposição Sujeita à Apreciação do Plenário,2008-04-16 00:00:00,Medida Provisória,MPV 387/2007,MPV 387/2007,2007-09-03 00:00:00,"Desenvolvimento Urbano e Trânsito; Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53)",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=498905
DISPÕE SOBRE A ARBITRAGEM.,Tranformada no(a) Lei Ordinária 9307/1996,"FIXAÇÃO, NORMAS, ARBITRAGEM, CONTRATO, LITIGIO, DIREITO PATRIMONIAL, CONVENÇÃO, ARBITRAMENTO, JUIZO ARBITRAL, CLAUSULA, NATUREZA CONTRATUAL, COMPROMISSO, CONTRATO DE ADESÃO, EFICACIA, CONCILIAÇÃO, EXTINÇÃO, ESCOLHA, ARBITRO, SUBSTITUTO, EXCEÇÃO, CRITERIOS, PROCEDIMENTO, ARBITRAMENTO JUDICIAL, MEDIDAS COERCITIVAS, MEDIDAS ACAUTELATORIAS, SENTENÇA, CUSTAS, DESPESA, NULIDADE, RECONHECIMENTO, EXECUÇÃO, HOMOLAGAÇÃO, SENTENÇA JUDICIAL ESTRANGEIRA. ALTERAÇÃO, DISPOSITIVOS, CODIGO DE PROCESSO CIVIL, EXTINÇÃO, PROCESSO, CONTESTAÇÃO, EXECUÇÃO, APELAÇÃO. REVOGAÇÃO, DISPOSITIVOS, CODIGO CIVIL, PROCEDIMENTO, JUIZO ARBITRAL, COMPROMISSO. REVOGAÇÃO, DISPOSITIVOS, CODIGO DE PROCESSO CIVIL, JUIZO ARBITRAL. REVOGAÇÃO, DISPOSITIVOS, CODIGO DE DEFESA DO CONSUMIDOR, NATUREZA CONTRATUAL, CONSUMIDOR, ARBITRAGEM.",1993,,4018,SENADO FEDERAL - MARCO MACIEL,Ordinária,,218042,OBJETIVANDO DIRIMIR LITIGIOS RELATIVOS A DIREITOS PATRIMONIAIS DISPONIVEIS. .,Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,,Projeto de Lei,PL 4018/1993,PL 4018/1993,1993-09-17 00:00:00,,
"Acrescenta inciso ao art. 39 da Lei nº 8.935, de 18 de novembro de 1994, incluindo a possibilidade de extinção de delegação a notário ou a oficial de registro.",MESA - Arquivada,"Alteração, Lei dos Cartórios, registro público, possibilidade, extinção, delegação, notariado, oficial de registro, cartório de registro civil, descumprimento, gratuidade, registro civil, certidão, registro de nascimento, atestado de óbito.",1999,"PREJUDICADO,  EM FACE DA APROVAÇÃO DA EMENDA SUBSTITUTIVA DE PLENARIO AO PL. 553/99.
DCD 23 06 99 PAG 29498 COL 02.",787,Geraldo Magela,Urgência art. 155 RICD,,25134,,Proposição Sujeita à Apreciação do Plenário,1999-06-22 00:00:00,Projeto de Lei,PL 787/1999,PL 787/1999,1999-04-29 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=26621
"Altera dispositivos da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional, e dá outras providências. 
NOVA EMENTA DA REDAÇÃO FINAL: Altera e acrescenta dispositivos da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional, e dispõe sobre a interpretação do inciso I do artigo 168 da mesma Lei.",Tranformada no(a) Lei Complementar 118/2005,"Alteração, Código Tributário Nacional, competência, lei federal, fixação, critérios, parcelamento, crédito tributário, implementação, regime, devedor, recuperação judicial, empresa, classificação, direito de preferência, administrador, acionista controlador, sócio cotista, diretor, exclusão, crédito trabalhista, limitação, bens, ônus, substituição, terminologia, infração, ausência, recolhimento, tributos, extinção, créditos, pagamento antecipado, restituição, pagamento indevido.  
NOVA INDEXAÇÃO - SUBSTITUTIVO DO SENADO: 
Alteração, Código Tributário Nacional, adaptação, Lei de Falências, responsabilidade, sucessor, imposto devido, pessoa física, pessoa jurídica, adquirente, empresa, exclusão, alienação judicial, falência, aquisição, filial, estabelecimento isolado, recuperação judicial, ressalva, sócio, parente, falido, fraude, sucessão tributária, depósito judicial, recursos financeiros, pagamento, credor, crédito extraconcursal, restituição, garantia real, concurso de preferência, crédito tributário, crédito trabalhista, acidente do trabalho, interrupção, prescrição, extinção, cobrança, dívida, despacho, juiz, citação, execução fiscal, indisponibilidade, valor, bens, direitos, devedor, falta, bens penhoráveis.",2003,"Às Comissões de 
Desenvolvimento Econômico, Indústria e Comércio; 
Finanças e Tributação  (Mérito e Art. 54, RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)",72,Antônio Carlos Magalhães Neto,Urgência art. 155 RICD,,125572,"Altera os critérios de parcelamento e preferência do crédito tributário, especialmente, no que diz respeito à falência e à recuperação judicial.",Proposição Sujeita à Apreciação do Plenário,2004-07-13 00:00:00,Projeto de Lei Complementar,PLP 72/2003,PLP 72/2003,2003-07-23 00:00:00,Tributação,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=149794
Autoriza o Banco Central do Brasil a alienar à Companhia de Desenvolvimento Urbano da Região do Porto do Rio de Janeiro S.A. - CDURP os imóveis que especifica.,Tranformada no(a) Lei Ordinária 13011/2014,"Autorização, Banco Central do Brasil (BACEN), alienação, imóvel urbano, terreno, Rio de Janeiro (RJ), Companhia de Desenvolvimento Urbano da Região do Porto do Rio de Janeiro (CDURP), revitalização, área, porto.",2014,Publique-se. Submeta-se ao Plenário.,639,Poder Executivo,Urgência,,609196,,Proposição Sujeita à Apreciação do Plenário,2014-05-15 00:00:00,Medida Provisória,MPV 639/2014,MPV 639/2014,2014-03-21 00:00:00,Desenvolvimento Urbano e Trânsito,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1238142
"Institui crédito presumido da Contribuição para o PIS/PASEP e da COFINS na venda de álcool, inclusive para fins carburantes; altera a Lei nº 10.865, de 30 de abril de 2004, e a Lei nº 11.196, de 21 de novembro de 2005, para dispor sobre incidência das referidas contribuições na importação e sobre a receita decorrente da venda no mercado interno de insumos da indústria química nacional que especifica, e dá outras providências.

NOVA EMENTA:Institui crédito presumido da Contribuição para o PIS/Pasep e da Cofins na venda de álcool, inclusive para fins carburantes; altera as Leis nºs 9.718, de 27 de novembro de 1998, 10.865, de 30 de abril de 2004, 11.196, de 21 de novembro de 2005, e 9.532, de 10 de dezembro de 1997, e a Medida Provisória nº 2.199-14, de 24 de agosto de 2001, dispondo sobre incidência das referidas contribuições na importação e sobre a receita decorrente da venda no mercado interno de insumos da indústria química nacional que especifica; e dá outras providências.",Tranformada no(a) Lei Ordinária 12859/2013,"Pessoa jurídica, importador, produtor, álcool, inclusão, carburante, regime de apuração não cumulativa, contribuição, Pis/Pasep, Cofins, desconto, período, apuração, prazo, crédito presumido,  venda,  mercado interno,  vigência, regime especial,  aquisição, álcool, pessoa jurídica, optante, regime especial, apuração, crédito, aplicação, alíquota,  compensação, ressarcimento, saldo, créditos. _ Alteração, Legislação Tributária Federal, produtor, importador, álcool, inclusão,  carburantes, regime de apuração não cumulativa, Contribuição, Pis/Pasep, Cofins, desconto, créditos, aquisição, revenda. _ Alteração,  alíquota, Contribuição, Pis/Pasep, Cofins,  importação, etano, propano, butano, destinação, centrais petroquímicas, utilização, insumo. _ Alteração, Lei do Bem, contribuição, Pis/Pasep, Cofins, produtor,  importador , nafta petroquímica, receita bruta, venda , centrais petroquímicas, cálculo, alíquota,  autorização, Poder Executivo, concessão, centrais petroquímicas, regime de apuração não cumulativa, contribuição, Pis/Pasep, Cofins, crédito presumido,  aquisição,  etanol,  utilização, produção, polietileno.",2013,Publique-se. Submeta-se ao Plenário.,613,Poder Executivo,Urgência,,576000,,Proposição Sujeita à Apreciação do Plenário,2013-08-20 00:00:00,Medida Provisória,MPV 613/2013,MPV 613/2013,2013-05-08 00:00:00,Finanças Públicas e Orçamento; Tributação,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1089384
"Altera a Lei Complementar nº 62, de 28 de dezembro de 1989, a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei nº 8.443, de 16 de julho de 1992 (Lei Orgânica do Tribunal de Contas da União), para dispor sobre os critérios de rateio do Fundo de Participação dos Estados e do Distrito Federal (FPE); e revoga dispositivos da Lei nº 5.172, de 25 de outubro de 1966.",Diversos,"Alteração, Lei dos Fundos de Participação, critérios, entrega, recursos, FPE.  
_ Alteração, Código Tributário Nacional, Tribunal de Contas da União (TCU), Comunicação, Banco do Brasil (BB), prazo, coeficiente individual de participação, exercício financeiro.  
_ Alteração, Lei Orgânica do TCU, prazo, publicação, dados, população, estados, Distrito Federal, municípios.",2013,"Às Comissões de Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD). Apense-se a este PLP-458/2009.Em razão dessa apensação, a matéria fica pronta para pauta em Plenário, posto que o PLP 458/09 e seus apensados já foram apreciados pelas Comissões.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Prioridade",266,Senado Federal - Vanessa Grazziotin,Urgência art. 155 RICD,,573508,,Proposição Sujeita à Apreciação do Plenário,2013-04-30 00:00:00,Projeto de Lei Complementar,PLP 266/2013,PLP 266/2013,2013-04-16 00:00:00,Finanças Públicas e Orçamento,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1080364
"Cria, em caráter temporário, as Funções Comissionadas de Grandes Eventos - FCGE e extingue Funções Comissionadas Técnicas - FCT.",Tranformada no(a) Lei Ordinária 13020/2014,"Criação, Função Comissionada de Grandes Eventos, destinação, Secretaria Extraordinária de Segurança para Grandes Eventos, extinção, Função Comissionada Técnica.",2014,Publique-se. Submeta-se ao Plenário.,640,Poder Executivo,Urgência,,609198,,Proposição Sujeita à Apreciação do Plenário,2014-05-15 00:00:00,Medida Provisória,MPV 640/2014,MPV 640/2014,2014-03-21 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1238144
"Institui o Fundo de Investimento do FGTS - FI-FGTS, altera a Lei nº 8.036, de 11 de maio de 1990, e dá outras providências.",Tranformada no(a) Lei Ordinária 11491/2007,"_ Criação, Fundo de Investimento do Fundo de Garantia do Tempo de Serviço, aplicação de recursos, (FGTS), mercado de capitais, fundos, ações, debêntures, financiamento, empreendimento, infra-estrutura, energia, rodovia, ferrovia, porto, saneamento. 
_ Alteração, Lei do FGTS, aprovação, Conselho Curador, gestão, remuneração, (CEF), Comitê de Investimento, Fundo de Investimento do Fundo de Garantia do Tempo de Serviço, autorização, trabalhador, integralização, cota, movimentação, saque, percentual, saldo, conta vinculada, (FGTS), isenção fiscal, Imposto de Renda, ganho de capital, Fundos Mútuos de Privatização, pagamento, prestações, casa própria.",2007,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",349,Poder Executivo,Urgência,,339848,"Permite a utilização de recursos da conta vinculada do trabalhador para adquirir cotas do Fundo de Investimento do FGTS. 
Programa de Aceleração do Crescimento - PAC.",Proposição Sujeita à Apreciação do Plenário,2007-02-16 00:00:00,Medida Provisória,MPV 349/2007,MPV 349/2007,2007-01-22 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53); Trabalho e Emprego",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=433342
"Requer regime de urgência para a apreciação do Projeto de Lei nº 5.943, de 2013, que ""dispõe sobre o exercício da profissão de motorista, altera a Consolidação das Leis do Trabalho (CLT) no que se refere ao empregado, e a Lei n° 9.503, de 23 de setembro de 1997 (Código de Trânsito brasileiro) bem como a Lei nº 11.442 de 5 de janeiro de 2007 (Empresas e transportadores autônomos de carga), para regular e disciplinar a jornada de trabalho e o tempo de direção do motorista profissional, e dá outras providências.""",MESA - Arquivada,,2013,,8339,Jovair Arantes,.,584824,586949,,.,,Requerimento de Urgência (Art. 155 do RICD),REQ 8339/2013 => PL 5943/2013,REQ 8339/2013 => PL 5943/2013,2013-08-13 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1115396
"Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 80.000.000,00, para os fins que especifica.",Tranformada no(a) Lei Ordinária 11299/2006,"Abertura de crédito, crédito extraordinário, Ministério da Integração Nacional, assistência, vítima, estiagem, Região Sul, Região Nordeste, abastecimento de água, cesta de alimentos básicos, medicamentos, vestuário, prejuízo, chuva, Municípios, estado de emergência, calamidade pública, recuperação, danos, habitação, população carente, agricultor familiar, perda, safra, rebanho.",2006,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",278,Poder Executivo,Urgência,,313522,"Atendimento ao Programa ""Respostas aos Desastres""",Proposição Sujeita à Apreciação do Plenário,2006-02-21 00:00:00,Medida Provisória,MPV 278/2006,MPV 278/2006,2006-02-07 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53)",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=374268
"Autoriza o Banco do Brasil S.A. e a Caixa Econômica Federal a constituírem subsidiárias e a adquirirem participação em instituições financeiras sediadas no Brasil, e dá outras providências.",Tranformada no(a) Lei Ordinária 11908/2009,"Autorização, Banco do Brasil, (CEF), criação, subsidiária integral, sociedade controlada, aquisição, ações, controle acionário, participação, incorporação, empresa pública, empresa privada, sede, país, Brasil, instituição financeira oficial, banco particular, empresa, seguradora, capitalização, previdência privada, complementação, atividade, sistema financeiro, contratação, avaliador, observação, preço de mercado, dispensa, licitação, operação financeira, banco oficial, (Bacen), operação, moeda, país estrangeira, variação, câmbio.
_Autorização, (CEF), criação, empresa, banco de investimento, sociedade por ações,  subsidiária integral, exploração, atividade, investimento, operação financeira.",2008,"(Emendas do SF ao PLV 30/2008)
Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",443,Poder Executivo,Urgência,,413095,"Medida Provisória apelidada de ""MP Anticrise II"", que autoriza a compra de bancos e outras instituições financeiras em dificuldades. Cria a empresa Caixa - Banco de Investimentos S.A.",Proposição Sujeita à Apreciação do Plenário,2008-12-18 00:00:00,Medida Provisória,MPV 443/2008,MPV 443/2008,2008-10-22 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53)",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=606509
"Altera a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa, Minha Vida - PMCMV e a regularização fundiária de assentamentos localizados em áreas urbanas, as Leis nºs 10.188, de 12 de fevereiro de 2001, 6.015, de 31 de dezembro de 1973, 6.766, de 19 de dezembro de 1979, e 4.591, de 16 de dezembro de 1964, e dá outras providências.",Tranformada no(a) Lei Ordinária 12424/2011,"Alteração, Programa Minha Casa, Minha Vida, Lei do Arrendamento Residencial, Lei dos Registros Públicos, Lei do Parcelamento Urbano,  Lei do Condomínio, implementação, subvenção econômica, beneficiário, contratação, financiamento habitacional, oferta pública, Fundo Garantidor da Habitação Popular, (BNDES), autorização, utilização, recursos financeiros, Programa Nacional de Habitação Urbana, Programa Nacional de Habitação Rural, Fundo de Arrendamento Residencial, Fundo de Desenvolvimento Social, (FGTS), município, critérios, indicação, beneficiário, gestão, (CEF), estados, (DF), municípios, execução, regularização fundiária, demarcação, parcelamento, solo urbano, cartório, registro de imóvel, notificação, edital, interessado, agente financeiro, apólice de seguro, posse, incorporação, desapropriação.",2010,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",514,Poder Executivo,Urgência,,488607,"Revoga  dispositivos das  Lei nºs 11.977, de 7 de julho de 2009; 6.015, de 31 de dezembro de 1973; o art. 2º da Medida Provisória nº 2.197-43, de 24 de agosto de 2001
 e a partir de 31 de dezembro de 2011, os arts. 5º e 12, o caput e o § 2º do art. 18 e o caput do art. 19 da Lei nº 11.977, de 7 de julho de 2009.",Proposição Sujeita à Apreciação do Plenário,2010-12-23 00:00:00,Medida Provisória,MPV 514/2010,MPV 514/2010,2010-12-02 00:00:00,Desenvolvimento Urbano e Trânsito; Política Fundiária,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=825950
"Recorre, nos termos do art. 218, § 3º do Regimento Interno, da decisão do Presidente da Câmara dos Deputados de não-recebimento de denúncia contra o Presidente da República.",PLEN - Arquivada,,1999,"DESPACHO AO ARQUIVO.(REJEITADO)
REC 20-A/99.
DCD 19 05 99 PAG 21897 COL 02.",20,Milton Temer,Ordinária,,25803,,Proposição Sujeita à Apreciação do Plenário,1999-05-18 00:00:00,Recurso,REC 20/1999,REC 20/1999,1999-05-06 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=58568
"Dispõe sobre o Estatuto da Juventude e dá outras providências.

NOVA EMENTA:Institui o Estatuto da Juventude e dispõe sobre os direitos dos jovens, os princípios e diretrizes das políticas públicas de juventude e o Sistema Nacional de Juventude - SINAJUVE.",Tranformada no(a) Lei Ordinária 12852/2013,"Criação, Estatuto da Juventude, garantia, jovem, direitos, vida, cidadania, liberdade, participação, elaboração, políticas públicas, dignidade, respeito, igualdade, raça, sexo, saúde, educação, garantias individuais, cota, reserva, vaga, afrodescendente, negro, grupo indígena, aluno, egresso, escola pública, gratuidade, ensino fundamental, ensino médio, curso superior, representação estudantil, associações, autorização, índio, utilização, linguagem, comunidade indígena, educação profissional, educação especial, pessoa portadora de deficiência, transporte escolar, passe escolar,  transporte intermunicipal, transporte interestadual, inclusão digital,  informática.  
_ Criação, Secretaria Especial de Políticas de Juventude, Conselho Nacional, Conselho Estadual, Conselho Municipal, Fundos, direitos, representação, manifestação, cultura, meia-entrada, ingresso, espetáculo público, atividade cultural, atividade esportiva,  dedução, imposto de renda, doação, apoio, projeto, natureza artística, jovem, esporte, lazer, direito à profissionalização, trabalho, emprego, renda, garantia, bolsa de trabalho, linha de crédito, empreendedor, microempresa, pequena empresa, cooperativa, reserva, cargo, pessoa portadora de deficiência, conscientização, preservação, meio ambiente, equilíbrio ecológico.  
_ Normas, proteção, jovem, política, atendimento, criação, Instituto Brasileiro de Juventude, local, abrigo, juventude, tratamento médico, viciado em drogas, apuração, infração, acesso, Justiça,  ação cível, interesses difusos, processo judicial.  
_ Alteração, Lei do Estágio, exclusão, aluno, ensino médio, estagiário, revogação, legislação trabalhista, (CLT), aumento, duração do trabalho, aprendiz.",2004,"(SUBSTITUTIVO DO SENADO)Às Comissões de Seguridade Social e Família; Trabalho, de Administração e Serviço Público; Viação e Transportes; Turismo e Desporto; Meio Ambiente e Desenvolvimento Sustentável; Cultura; Direitos Humanos e Minorias; Educação; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)Em razão da distribuição a mais de três comissões, determino a criação de Comissão Especial para apreciar a matéria, conforme artigo 34, II, do RICD.Proposição Sujeita à Apreciação do PlenárioRegime de Tramitação: Urgência art. 155 RICD",4529,Comissão Especial destinada a acompanhar e estudar propostas de Políticas Públicas para a Juventude.,Urgência art. 155 RICD,,271219,"Altera a Lei nº 6.494, de 1977 (Medida Provisória nº 2.164-41, de 2001); revoga dispositivos do Decreto-Lei nº 5.452, de 1943 (Lei nº 10.097, de 2000) e a Medida Provisória nº 2.208, de 2001.",Proposição Sujeita à Apreciação do Plenário,2013-07-01 00:00:00,Projeto de Lei,PL 4529/2004,PL 4529/2004,2004-11-25 00:00:00,"Direitos Humanos, Minorias e Cidadania",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=253910
"Requer Urgência para apreciação do Projeto de Lei nº 865, de 2011, que altera a Lei no 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria da Micro e Pequena Empresa, cria cargo de Ministro de Estado e cargos em comissão, e dá outras providências.",PLEN - Aguardando Deliberação,,2011,,1134,Paulo Teixeira,Ordinária,496725,497188,,Requerimento,,Requerimento de Urgência (Art. 155 do RICD),REQ 1134/2011 => PL 865/2011,REQ 1134/2011 => PL 865/2011,2011-04-05 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=856200
"Dispõe sobre a estruturação do Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN, cria as Carreiras de Oficial de Inteligência, Oficial Técnico de Inteligência, Agente de Inteligência e Agente Técnico de Inteligência, e dá outras providências.",Tranformada no(a) Lei Ordinária 11776/2008,"Estruturação, Plano de Carreira e Cargos da ABIN, nível superior, Carreira de Oficial de Inteligência, Carreira de Oficial Técnico de Inteligência, nível médio, Carreira de Agente de Inteligência, Carreira de Agente Técnico de Inteligência, Quadro de Pessoal, (ABIN), atribuição, atividade de inteligência, Regime Jurídico Único, requisitos, ingresso,  concurso público, avaliação psicológica, investigação, pessoal, candidato, fixação, carga horária, incorporação, remuneração, subsídio, parcela única, lotação, progressão funcional, promoção, transformação, cargo efetivo, extinção, criação, Gratificação de Desempenho de Atividades de Informações e Inteligência, Gratificação de Desempenho de Atividades Complementares, critérios, cessão de pessoal, avaliação de desempenho, produção, propriedade intelectual, União Federal.",2008,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",434,Poder Executivo,Urgência,,398628,"Cria a GDAIN - Gratificação de Desempenho de Atividades de Informações e Inteligência e  GDACABIN - Gratificação de Desempenho de Atividades Complementares na ABIN. Revoga as Leis nºs 10.862, de 2004 e 11.362, de 2006; e dispositivos das Leis nºs 9.651, de 1998; 11.233, de 2005 e 11.292, de 2006.",Proposição Sujeita à Apreciação do Plenário,2008-06-18 00:00:00,Medida Provisória,MPV 434/2008,MPV 434/2008,2008-06-05 00:00:00,Administração Pública,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=572922
"Requer a realização de Audiência Pública com a presença do Senhor Presidente da  Câmara de Dirigentes Lojistas de Manaus - CDLM, Ralph Baraúna Assayag. PEC 506/2010",PEC50610 - Pronta para Pauta,,2013,,8,Átila Lins,Ordinária,483906,569326,,Requerimento,,Requerimento de Audiência Pública,REQ 8/2013 PEC50610 => PEC 506/2010,REQ 8/2013 PEC50610 => PEC 506/2010,2013-03-26 00:00:00,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1069786
"Autoriza a União a participar de Fundo de Garantia a Empreendimentos de Energia Elétrica - FGEE; altera o § 4º do art. 1º da Lei nº 11.805, de 6 de novembro de 2008; dispõe sobre a utilização do excesso de arrecadação e do superávit financeiro das fontes de recursos existentes no Tesouro Nacional; altera o art. 1º da Lei nº 10.841, de 18 de fevereiro de 2004; e autoriza a União a repassar ao Banco Nacional de Desenvolvimento Econômico e Social - BNDES recursos captados junto ao Banco Internacional para a Reconstrução e o Desenvolvimento - BIRD.",Tranformada no(a) Lei Ordinária 11943/2009,"Autorização, União Federal, participação, Fundo de Garantia a Empreendimentos de Energia Elétrica, prestação de garantia, participação, empresa estatal, setor elétrico, construção, operação, usina hidrelétrica, empreendimento, energia elétrica, (PAC),  patrimônio, fundo, autorização, integralização, cota, dinheiro, título da dívida pública, participação minoritária, ações, sociedade de economia mista, gestão, administração, instituição financeira oficial federal, estatuto, transferência, saldo, exercício financeiro, resgate, dissolução, patrimônio de afetação.
_ Alteração, autorização, União Federal, crédito, (BNDES), recursos públicos, financiamento, projeto, investimento, garantia, Tesouro Nacional, remuneração, custo, captação, critérios, Ministro, Ministério da Fazenda, destinação, excesso, arrecadação, superavit financeiro, amortização, dívida pública, 
_ Alteração, reabertura, prazo, autorização, União Federal, permuta, Certificado Financeiro do Tesouro, capitalização,  fundo de pensão, fundo de previdência, administração estadual.
_ Autorização, União Federal, repasse, (BNDES), operação de crédito, recursos financeiros, (BIRD),",2008,"Publique-se. Submeta-se ao Plenário.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Urgência",450,Poder Executivo,Urgência,,420066,,Proposição Sujeita à Apreciação do Plenário,2009-05-08 00:00:00,Medida Provisória,MPV 450/2008,MPV 450/2008,2008-12-10 00:00:00,"Economia, Administração Financeira e Orçamentária (utilizado até a legislatura 53); Recursos Hídricos, Minerais e Política Energética",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=624328
